,temperature_2m_mean,wind_direction_10m_dominant,precipitation_sum,flood_event,precipitation_sum_lag_1d,temperature_2m_mean_lag_1d,precipitation_sum_lag_2d,temperature_2m_mean_lag_2d,precipitation_sum_lag_3d,temperature_2m_mean_lag_3d,precipitation_sum_rolling_3d,precipitation_sum_rolling_7d,month,day_of_week,day_of_year,week_of_year,is_heavy_rain_today,is_heavy_rain_lag_1d,is_very_heavy_rain_lag_1d,is_3d_rolling_sum_high
2023-09-10,26.052239331078653,140,23.074962553730515,0,22.588833816437685,26.818684452811617,25.112749260968076,33.9560992514463,47.35848095935812,30.402170916799577,95.06006403676383,150.98815786451618,9,6,253,36,0,0,0,0
2023-09-11,26.3439293523537,234,49.310764061195684,0,23.074962553730515,26.052239331078653,22.588833816437685,26.818684452811617,25.112749260968076,33.9560992514463,70.77654563113623,164.57133502056686,9,0,254,37,0,0,0,0
2023-09-12,29.64770262862039,91,22.204483750958158,0,49.310764061195684,26.3439293523537,23.074962553730515,26.052239331078653,22.588833816437685,26.818684452811617,94.97456043136384,210.2820270541356,9,1,255,37,0,0,0,0
2023-09-13,31.34214500891652,207,20.4443821468138,0,22.204483750958158,29.64770262862039,49.310764061195684,26.3439293523537,23.074962553730515,26.052239331078653,94.59021036588432,200.78067427804388,9,2,256,37,0,0,0,0
2023-09-14,26.621966237511245,110,37.37442081948102,0,20.4443821468138,31.34214500891652,22.204483750958158,29.64770262862039,49.310764061195684,26.3439293523537,91.9596299589676,210.094656549462,9,3,257,37,0,0,0,0
2023-09-15,29.62938651552511,150,36.398977107466564,0,37.37442081948102,26.621966237511245,20.4443821468138,31.34214500891652,22.204483750958158,29.64770262862039,80.02328671725293,200.1105964095849,9,4,258,37,0,0,0,0
2023-09-16,28.38643928160001,199,27.602460876923473,0,36.398977107466564,29.62938651552511,37.37442081948102,26.621966237511245,20.4443821468138,31.34214500891652,94.21778007376133,211.3968242560834,9,5,259,37,0,0,0,0
2023-09-17,25.31740893579564,271,13.738084993980582,0,27.602460876923473,28.38643928160001,36.398977107466564,29.62938651552511,37.37442081948102,26.621966237511245,101.37585880387101,216.41045131656915,9,6,260,37,0,0,0,0
2023-09-18,26.299976541095123,137,62.836186297946185,0,13.738084993980582,25.31740893579564,27.602460876923473,28.38643928160001,36.398977107466564,29.62938651552511,77.73952297837057,207.07357375681926,9,0,261,38,0,0,0,0
2023-09-19,26.420690765021867,115,51.21764951413166,0,62.836186297946185,26.299976541095123,13.738084993980582,25.31740893579564,27.602460876923473,28.38643928160001,104.1767321688502,220.59899599356973,9,1,262,38,0,0,0,0
2023-09-20,27.726530168244153,49,25.622208150629543,0,51.21764951413166,26.420690765021867,62.836186297946185,26.299976541095123,13.738084993980582,25.31740893579564,127.79192080605839,249.61216175674326,9,2,263,38,0,0,0,0
2023-09-21,28.898163505634955,30,58.70883883304953,0,25.622208150629543,27.726530168244153,51.21764951413166,26.420690765021867,62.836186297946185,26.299976541095123,139.67604396270735,254.789987760559,9,3,264,38,0,0,0,0
2023-09-22,24.964717150370664,259,46.71826241909778,0,58.70883883304953,28.898163505634955,25.622208150629543,27.726530168244153,51.21764951413166,26.420690765021867,135.54869649781068,276.1244057741275,9,4,265,38,0,0,0,0
2023-09-23,27.88389915974038,212,32.1454866537158,0,46.71826241909778,24.964717150370664,58.70883883304953,28.898163505634955,25.622208150629543,27.726530168244153,131.04930940277683,286.4436910857587,9,5,266,38,0,0,0,0
2023-09-24,28.490432017423927,108,48.27152447593878,0,32.1454866537158,27.88389915974038,46.71826241909778,24.964717150370664,58.70883883304953,28.898163505634955,137.5725879058631,290.986716862551,9,6,267,38,0,0,0,0
2023-09-25,26.946790885372774,257,69.87417322900744,0,48.27152447593878,28.490432017423927,32.1454866537158,27.88389915974038,46.71826241909778,24.964717150370664,127.13527354875232,325.52015634450925,9,0,268,39,0,0,0,0
2023-09-26,25.80227924106716,180,22.915652191221657,0,69.87417322900744,26.946790885372774,48.27152447593878,28.490432017423927,32.1454866537158,27.88389915974038,150.29118435866198,332.55814327557056,9,1,269,39,0,0,0,1
2023-09-27,24.628433413295923,292,67.78968694520911,0,22.915652191221657,25.80227924106716,69.87417322900744,26.946790885372774,48.27152447593878,28.490432017423927,141.06134989616783,304.2561459526605,9,2,270,39,0,0,0,0
2023-09-28,27.190730706638494,198,4.8123009792583655,0,67.78968694520911,24.628433413295923,22.915652191221657,25.80227924106716,69.87417322900744,26.946790885372774,160.57951236543818,346.42362474724007,9,3,271,39,0,0,0,1
2023-09-29,28.403840718964304,272,36.640429490216576,0,4.8123009792583655,27.190730706638494,67.78968694520911,24.628433413295923,22.915652191221657,25.80227924106716,95.51764011568909,292.52708689344894,9,4,272,39,0,0,0,0
2023-09-30,26.698851777356065,6,66.73308428821446,0,36.640429490216576,28.403840718964304,4.8123009792583655,27.190730706638494,67.78968694520911,24.628433413295923,109.24241741468401,282.4492539645677,9,5,273,39,0,0,0,0
2023-10-01,25.033357209116577,4,17.0743830187653,0,66.73308428821446,26.698851777356065,36.640429490216576,28.403840718964304,4.8123009792583655,27.190730706638494,108.18581475768936,317.0368515990664,10,6,274,39,0,0,0,0
2023-10-02,27.90457048998472,76,39.272020685710096,0,17.0743830187653,25.033357209116577,66.73308428821446,26.698851777356065,36.640429490216576,28.403840718964304,120.4478967971963,285.83971014189285,10,0,275,40,0,0,0,0
2023-10-03,27.442295281704943,314,54.29227968005153,0,39.272020685710096,27.90457048998472,17.0743830187653,25.033357209116577,66.73308428821446,26.698851777356065,123.0794879926898,255.23755759859554,10,1,276,40,0,0,0,0
2023-10-04,28.50014836632311,28,42.557496929496374,0,54.29227968005153,27.442295281704943,39.272020685710096,27.90457048998472,17.0743830187653,25.033357209116577,110.63868338452687,286.61418508742537,10,2,277,40,0,0,0,0
2023-10-05,29.46759206398235,188,31.043733332614494,0,42.557496929496374,28.50014836632311,54.29227968005153,27.442295281704943,39.272020685710096,27.90457048998472,136.12179729525795,261.38199507171265,10,3,278,40,0,0,0,0
2023-10-06,25.665605117837693,1,68.12553255282678,0,31.043733332614494,29.46759206398235,42.557496929496374,28.50014836632311,54.29227968005153,27.442295281704943,127.89350994216235,287.61342742506883,10,4,279,40,0,0,0,0
2023-10-07,27.211783043517688,109,67.99560128723584,0,68.12553255282678,25.665605117837693,31.043733332614494,29.46759206398235,42.557496929496374,28.50014836632311,141.72676281493762,319.098530487679,10,5,280,40,0,0,0,0
2023-10-08,26.10379947231009,239,60.364305267045054,0,67.99560128723584,27.211783043517688,68.12553255282678,25.665605117837693,31.043733332614494,29.46759206398235,167.16486717267708,320.3610474867004,10,6,281,40,0,0,0,1
2023-10-09,27.81605699898783,90,34.84621076015436,0,60.364305267045054,26.10379947231009,67.99560128723584,27.211783043517688,68.12553255282678,25.665605117837693,196.48543910710765,363.65096973498015,10,0,282,41,0,0,0,1
2023-10-10,27.464055262895403,265,40.12860280545051,0,34.84621076015436,27.81605699898783,60.364305267045054,26.10379947231009,67.99560128723584,27.211783043517688,163.20611731443523,359.2251598094244,10,1,283,41,0,0,0,1
2023-10-11,26.935697915075654,297,58.64204970075471,0,40.12860280545051,27.464055262895403,34.84621076015436,27.81605699898783,60.364305267045054,26.10379947231009,135.3391188326499,345.0614829348234,10,2,284,41,0,0,0,0
2023-10-12,24.01184765178381,119,13.462670380184315,0,58.64204970075471,26.935697915075654,40.12860280545051,27.464055262895403,34.84621076015436,27.81605699898783,133.61686326635953,361.1460357060817,10,3,285,41,0,0,0,0
2023-10-13,28.90451108535317,222,35.67376942960184,0,13.462670380184315,24.01184765178381,58.64204970075471,26.935697915075654,40.12860280545051,27.464055262895403,112.2333228863895,343.56497275365155,10,4,286,41,0,0,0,0
2023-10-14,26.37240279452731,282,54.60756604138433,0,35.67376942960184,28.90451108535317,13.462670380184315,24.01184765178381,58.64204970075471,26.935697915075654,107.77848951054082,311.1132096304266,10,5,287,41,0,0,0,0
2023-10-15,26.739333048777105,53,47.744292372170015,0,54.60756604138433,26.37240279452731,35.67376942960184,28.90451108535317,13.462670380184315,24.01184765178381,103.74400585117044,297.7251743845751,10,6,288,41,0,0,0,0
2023-10-16,26.49133925115062,116,41.8722818969515,0,47.744292372170015,26.739333048777105,54.60756604138433,26.37240279452731,35.67376942960184,28.90451108535317,138.02562784315614,285.1051614897001,10,0,289,42,0,0,0,0
2023-10-17,25.05346344670903,268,21.735150768110888,0,41.8722818969515,26.49133925115062,47.744292372170015,26.739333048777105,54.60756604138433,26.37240279452731,144.2241403105058,292.1312326264972,10,1,290,42,0,0,0,0
2023-10-18,23.718307958995965,358,14.703101198494723,0,21.735150768110888,25.05346344670903,41.8722818969515,26.49133925115062,47.744292372170015,26.739333048777105,111.35172503723236,273.7377805891576,10,2,291,42,0,0,0,0
2023-10-19,25.936527379616145,174,60.98846332030709,0,14.703101198494723,23.718307958995965,21.735150768110888,25.05346344670903,41.8722818969515,26.49133925115062,78.31053386355707,229.7988320868976,10,3,292,42,0,0,0,0
2023-10-20,20.62059701127176,162,29.433480528101004,0,60.98846332030709,25.936527379616145,14.703101198494723,23.718307958995965,21.735150768110888,25.05346344670903,97.42671528691267,277.3246250270204,10,4,293,42,0,0,0,0
2023-10-21,23.39482300124586,82,69.89238551073953,0,29.433480528101004,20.62059701127176,60.98846332030709,25.936527379616145,14.703101198494723,23.718307958995965,105.12504504690278,271.08433612551954,10,5,294,42,0,0,0,0
2023-10-22,25.524582425579638,21,12.857723667888676,0,69.89238551073953,23.39482300124586,29.433480528101004,20.62059701127176,60.98846332030709,25.936527379616145,160.3143293591476,286.3691555948747,10,6,295,42,0,0,0,1
2023-10-23,25.276067827658654,18,28.08699210335178,0,12.857723667888676,25.524582425579638,69.89238551073953,23.39482300124586,29.433480528101004,20.62059701127176,112.18358970672918,251.48258689059338,10,0,296,43,0,0,0,0
2023-10-24,26.74790699455488,7,52.768726037972215,0,28.08699210335178,25.276067827658654,12.857723667888676,25.524582425579638,69.89238551073953,23.39482300124586,110.83710128197994,237.69729709699365,10,1,297,43,0,0,0,0
2023-10-25,25.327738986686562,106,27.04174697534143,0,52.768726037972215,26.74790699455488,28.08699210335178,25.276067827658654,12.857723667888676,25.524582425579638,93.71344180921263,268.730872366855,10,2,298,43,0,0,0,0
2023-10-26,27.04770434908176,12,13.722372997411144,0,27.04174697534143,25.327738986686562,52.768726037972215,26.74790699455488,28.08699210335178,25.276067827658654,107.89746511666537,281.0695181437017,10,3,299,43,0,0,0,0
2023-10-27,26.38589366407005,69,6.28666028846519,0,13.722372997411144,27.04770434908176,27.04174697534143,25.327738986686562,52.768726037972215,26.74790699455488,93.53284601072474,233.80342782080575,10,4,300,43,0,0,0,0
2023-10-28,26.501902766277027,158,126.82961429882036,0,6.28666028846519,26.38589366407005,13.722372997411144,27.04770434908176,27.04174697534143,25.327738986686562,47.05078026121772,210.65660758116994,10,5,301,43,1,0,0,0
2023-10-29,23.165133272297833,111,53.842696800031376,0,126.82961429882036,26.501902766277027,6.28666028846519,26.38589366407005,13.722372997411144,27.04770434908176,146.83864758469664,267.59383636925077,10,6,302,43,0,1,1,0
2023-10-30,25.279023778193356,12,52.810862116967506,0,53.842696800031376,23.165133272297833,126.82961429882036,26.501902766277027,6.28666028846519,26.38589366407005,186.95897138731686,308.5788095013935,10,0,303,44,0,0,0,1
2023-10-31,25.899506610396127,148,42.40183502681908,0,52.810862116967506,25.279023778193356,53.842696800031376,23.165133272297833,126.82961429882036,26.501902766277027,233.4831732158192,333.3026795150092,10,1,304,44,0,0,0,1
2023-11-01,27.352376874599713,281,18.736865950070897,0,42.40183502681908,25.899506610396127,52.810862116967506,25.279023778193356,53.842696800031376,23.165133272297833,149.05539394381793,322.9357885038561,11,2,305,44,0,0,0,0
2023-11-02,26.732915269334303,48,7.327662926414637,0,18.736865950070897,27.352376874599713,42.40183502681908,25.899506610396127,52.810862116967506,25.279023778193356,113.94956309385744,314.6309074785855,11,3,306,44,0,0,0,0
2023-11-03,23.40335352939815,263,52.97343109499963,0,7.327662926414637,26.732915269334303,18.736865950070897,27.352376874599713,42.40183502681908,25.899506610396127,68.46636390330457,308.23619740758903,11,4,307,44,0,0,0,0
2023-11-04,24.485322975189042,304,0.7969160474852732,0,52.97343109499963,23.40335352939815,7.327662926414637,26.732915269334303,18.736865950070897,27.352376874599713,79.03795997148512,354.9229682141235,11,5,308,44,0,0,0,0
2023-11-05,23.409429610475833,257,58.77427319707909,0,0.7969160474852732,24.485322975189042,52.97343109499963,23.40335352939815,7.327662926414637,26.732915269334303,61.098010068899505,228.89026996278838,11,6,309,44,0,0,0,0
2023-11-06,19.4572670306221,327,62.419847359619915,0,58.77427319707909,23.409429610475833,0.7969160474852732,24.485322975189042,52.97343109499963,23.40335352939815,112.54462033956395,233.8218463598361,11,0,310,45,0,0,0,0
2023-11-07,21.694125813975607,292,64.22222010140038,0,62.419847359619915,19.4572670306221,58.77427319707909,23.409429610475833,0.7969160474852732,24.485322975189042,121.99103660418425,243.4308316024885,11,1,311,45,0,0,0,0
2023-11-08,25.52456353405665,40,16.179599874501516,0,64.22222010140038,21.694125813975607,62.419847359619915,19.4572670306221,58.77427319707909,23.409429610475833,185.41634065809936,265.2512166770698,11,2,312,45,0,0,0,1
2023-11-09,22.04357706773426,278,42.38176591746708,0,16.179599874501516,25.52456353405665,64.22222010140038,21.694125813975607,62.419847359619915,19.4572670306221,142.82166733552177,262.69395060150043,11,3,313,45,0,0,0,0
2023-11-10,25.144857480643168,302,55.17585497735586,0,42.38176591746708,22.04357706773426,16.179599874501516,25.52456353405665,64.22222010140038,21.694125813975607,122.78358589336894,297.7480535925529,11,4,314,45,0,0,0,0
2023-11-11,25.70220637845758,54,41.85115706788975,0,55.17585497735586,25.144857480643168,42.38176591746708,22.04357706773426,16.179599874501516,25.52456353405665,113.73722076932441,299.9504774749091,11,5,315,45,0,0,0,0
2023-11-12,26.321348324111902,186,45.48731809512617,0,41.85115706788975,25.70220637845758,55.17585497735586,25.144857480643168,42.38176591746708,22.04357706773426,139.40877796271263,341.00471849531357,11,6,316,45,0,0,0,0
2023-11-13,22.686964578877358,178,10.726832804701532,0,45.48731809512617,26.321348324111902,41.85115706788975,25.70220637845758,55.17585497735586,25.144857480643168,142.51433014037173,327.71776339336066,11,0,317,46,0,0,0,0
2023-11-14,21.159502089053998,86,65.74796685166173,0,10.726832804701532,22.686964578877358,45.48731809512617,26.321348324111902,41.85115706788975,25.70220637845758,98.0653079677174,276.0247488384423,11,1,318,46,0,0,0,0
2023-11-15,25.123194802286285,295,52.696654166422874,0,65.74796685166173,21.159502089053998,10.726832804701532,22.686964578877358,45.48731809512617,26.321348324111902,121.96211775148939,277.5504955887036,11,2,319,46,0,0,0,0
2023-11-16,29.914098459112203,110,21.1130895032922,0,52.696654166422874,25.123194802286285,65.74796685166173,21.159502089053998,10.726832804701532,22.686964578877358,129.17145382278608,314.067549880625,11,3,320,46,0,0,0,0
2023-11-17,24.558285242541196,275,69.87151785821587,0,21.1130895032922,29.914098459112203,52.696654166422874,25.123194802286285,65.74796685166173,21.159502089053998,139.55771052137675,292.79887346645006,11,4,321,46,0,0,0,0
2023-11-18,21.40778320771845,243,58.31831076664199,0,69.87151785821587,24.558285242541196,21.1130895032922,29.914098459112203,52.696654166422874,25.123194802286285,143.6812615279309,307.4945363473101,11,5,322,46,0,0,0,0
2023-11-19,21.899538824911513,330,60.32777915517156,0,58.31831076664199,21.40778320771845,69.87151785821587,24.558285242541196,21.1130895032922,29.914098459112203,149.30291812815003,323.96169004606236,11,6,323,46,0,0,0,0
2023-11-20,22.012609869355583,244,14.843138570317278,0,60.32777915517156,21.899538824911513,58.31831076664199,21.40778320771845,69.87151785821587,24.558285242541196,188.51760778002938,338.8021511061077,11,0,324,47,0,0,0,1
2023-11-21,22.20194901115996,327,39.38668202202759,0,14.843138570317278,22.012609869355583,60.32777915517156,21.899538824911513,58.31831076664199,21.40778320771845,133.4892284921308,342.9184568717235,11,1,325,47,0,0,0,0
2023-11-22,25.617657851112043,222,9.694757417637069,0,39.38668202202759,22.20194901115996,14.843138570317278,22.012609869355583,60.32777915517156,21.899538824911513,114.5575997475164,316.55717204208935,11,2,326,47,0,0,0,0
2023-11-23,23.650848133295213,170,16.87608256571156,0,9.694757417637069,25.617657851112043,39.38668202202759,22.20194901115996,14.843138570317278,22.012609869355583,63.9245780099819,273.5552752933035,11,3,327,47,0,0,0,0
2023-11-24,25.070140795949808,337,36.0870316792718,0,16.87608256571156,23.650848133295213,9.694757417637069,25.617657851112043,39.38668202202759,22.20194901115996,65.95752200537618,269.3182683557229,11,4,328,47,0,0,0,0
2023-11-25,18.328254415528537,213,9.116533521574109,0,36.0870316792718,25.070140795949808,16.87608256571156,23.650848133295213,9.694757417637069,25.617657851112043,62.65787166262039,235.53378217677883,11,5,329,47,0,0,0,0
2023-11-26,24.546098369006863,149,15.153585151075497,0,9.116533521574109,18.328254415528537,36.0870316792718,25.070140795949808,16.87608256571156,23.650848133295213,62.07964776655743,186.33200493171094,11,6,330,47,0,0,0,0
2023-11-27,24.682869288758752,15,28.69967567393938,0,15.153585151075497,24.546098369006863,9.116533521574109,18.328254415528537,36.0870316792718,25.070140795949808,60.35715035192136,141.1578109276149,11,0,331,48,0,0,0,0
2023-11-28,22.68773869836366,346,43.24394678793617,0,28.69967567393938,24.682869288758752,15.153585151075497,24.546098369006863,9.116533521574109,18.328254415528537,52.96979434658894,155.01434803123698,11,1,332,48,0,0,0,0
2023-11-29,23.008125852070723,33,48.05408266825323,0,43.24394678793617,22.68773869836366,28.69967567393938,24.682869288758752,15.153585151075497,24.546098369006863,87.097207612951,158.87161279714553,11,2,333,48,0,0,0,0
2023-11-30,23.297619251896688,156,25.34071519955955,0,48.05408266825323,23.008125852070723,43.24394678793617,22.68773869836366,28.69967567393938,24.682869288758752,119.99770513012874,197.23093804776173,11,3,334,48,0,0,0,0
2023-12-01,23.10578616163356,331,40.7071099224424,0,25.34071519955955,23.297619251896688,48.05408266825323,23.008125852070723,43.24394678793617,22.68773869836366,116.63874465574891,205.6955706816097,12,4,335,48,0,0,0,0
2023-12-02,25.218805522070078,111,46.09202770922772,0,40.7071099224424,23.10578616163356,25.34071519955955,23.297619251896688,48.05408266825323,23.008125852070723,114.10190779025514,210.3156489247803,12,5,336,48,0,0,0,0
2023-12-03,22.3345983580776,242,51.23980769918801,0,46.09202770922772,25.218805522070078,40.7071099224424,23.10578616163356,25.34071519955955,23.297619251896688,112.13985283122963,247.29114311243393,12,6,337,48,0,0,0,0
2023-12-04,24.898142219403,231,56.13367112759788,0,51.23980769918801,22.3345983580776,46.09202770922772,25.218805522070078,40.7071099224424,23.10578616163356,138.0389453308581,283.37736566054645,12,0,338,49,0,0,0,0
2023-12-05,19.931372419764937,337,7.945329378090097,0,56.13367112759788,24.898142219403,51.23980769918801,22.3345983580776,46.09202770922772,25.218805522070078,153.46550653601358,310.81136111420494,12,1,339,49,0,0,0,1
2023-12-06,20.449508933559798,341,54.620371212978625,0,7.945329378090097,19.931372419764937,56.13367112759788,24.898142219403,51.23980769918801,22.3345983580776,115.31880820487595,275.51274370435885,12,2,340,49,0,0,0,0
2023-12-07,22.375659462973232,14,56.69957219583416,0,54.620371212978625,20.449508933559798,7.945329378090097,19.931372419764937,56.13367112759788,24.898142219403,118.69937171866655,282.07903224908426,12,3,341,49,0,0,0,0
2023-12-08,21.60833699785946,42,4.880659713442469,0,56.69957219583416,22.375659462973232,54.620371212978625,20.449508933559798,7.945329378090097,19.931372419764937,119.26527278690284,313.43788924535886,12,4,342,49,0,0,0,0
2023-12-09,20.769017024589058,212,25.651977781227593,0,4.880659713442469,21.60833699785946,56.69957219583416,22.375659462973232,54.620371212978625,20.449508933559798,116.20060312225522,277.61143903635895,12,5,343,49,0,0,0,0
2023-12-10,23.99612115103577,209,46.64772942916051,0,25.651977781227593,20.769017024589058,4.880659713442469,21.60833699785946,56.69957219583416,22.375659462973232,87.23220969050419,257.17138910835877,12,6,344,49,0,0,0,0
2023-12-11,25.095101293162898,156,51.15771488120054,0,46.64772942916051,23.99612115103577,25.651977781227593,20.769017024589058,4.880659713442469,21.60833699785946,77.18036692383055,252.5793108383313,12,0,345,50,0,0,0,0
2023-12-12,23.821607942202434,63,14.495693519393686,0,51.15771488120054,25.095101293162898,46.64772942916051,23.99612115103577,25.651977781227593,20.769017024589058,123.45742209158861,247.60335459193396,12,1,346,50,0,0,0,0
2023-12-13,18.757262389963916,236,38.06876467995673,0,14.495693519393686,23.821607942202434,51.15771488120054,25.095101293162898,46.64772942916051,23.99612115103577,112.30113782975471,254.15371873323755,12,2,347,50,0,0,0,0
2023-12-14,25.537093706992245,238,2.210802089733397,0,38.06876467995673,18.757262389963916,14.495693519393686,23.821607942202434,51.15771488120054,25.095101293162898,103.72217308055092,237.60211220021566,12,3,348,50,0,0,0,0
2023-12-15,21.0725273695422,65,46.24154891308664,0,2.210802089733397,25.537093706992245,38.06876467995673,18.757262389963916,14.495693519393686,23.821607942202434,54.775260289083775,183.1133420941149,12,4,349,50,0,0,0,0
2023-12-16,18.71585536978824,309,21.120123124342847,0,46.24154891308664,21.0725273695422,2.210802089733397,25.537093706992245,38.06876467995673,18.757262389963916,86.52111568277672,224.4742312937591,12,5,350,50,0,0,0,0
2023-12-17,21.30504773474354,144,34.656411397018715,0,21.120123124342847,18.71585536978824,46.24154891308664,21.0725273695422,2.210802089733397,25.537093706992245,69.57247412716285,219.94237663687431,12,6,351,50,0,0,0,0
2023-12-18,21.228790078869935,52,16.60189745356803,0,34.656411397018715,21.30504773474354,21.120123124342847,18.71585536978824,46.24154891308664,21.0725273695422,102.01808343444817,207.95105860473254,12,0,352,51,0,0,0,0
2023-12-19,19.962336773609998,117,21.78766777650395,0,16.60189745356803,21.228790078869935,34.656411397018715,21.30504773474354,21.120123124342847,18.71585536978824,72.37843197492955,173.39524117710002,12,1,353,51,0,0,0,0
2023-12-20,25.254252761643027,291,108.55590999016479,0,21.78766777650395,19.962336773609998,16.60189745356803,21.228790078869935,34.656411397018715,21.30504773474354,73.04597662709065,180.6872154342103,12,2,354,51,1,0,0,0
2023-12-21,23.70509253605897,292,44.3620320544929,0,108.55590999016479,25.254252761643027,21.78766777650395,19.962336773609998,16.60189745356803,21.228790078869935,146.94547522023674,251.17436074441835,12,3,355,51,0,1,0,0
2023-12-22,19.00551245529341,183,25.732872152896835,0,44.3620320544929,23.70509253605897,108.55590999016479,25.254252761643027,21.78766777650395,19.962336773609998,174.7056098211616,293.32559070917785,12,4,356,51,0,0,0,1
2023-12-23,22.152883561575326,182,19.469388743683222,0,25.732872152896835,19.00551245529341,44.3620320544929,23.70509253605897,108.55590999016479,25.254252761643027,178.6508141975545,272.81691394898803,12,5,357,51,0,0,0,1
2023-12-24,19.031205615465566,2,25.809871591715726,0,19.469388743683222,22.152883561575326,25.732872152896835,19.00551245529341,44.3620320544929,23.70509253605897,89.56429295107291,271.1661795683284,12,6,358,51,0,0,0,0
2023-12-25,19.54537283413612,162,11.086551178648538,0,25.809871591715726,19.031205615465566,19.469388743683222,22.152883561575326,25.732872152896835,19.00551245529341,71.01213248829575,262.3196397630254,12,0,359,52,0,0,0,0
2023-12-26,21.42804463490344,134,27.193325995695517,0,11.086551178648538,19.54537283413612,25.809871591715726,19.031205615465566,19.469388743683222,22.152883561575326,56.36581151404745,256.80429348810594,12,1,360,52,0,0,0,0
2023-12-27,23.933951365518674,119,35.823677183288794,0,27.193325995695517,21.42804463490344,11.086551178648538,19.54537283413612,25.809871591715726,19.031205615465566,64.08974876605974,262.2099517072975,12,2,361,52,0,0,0,0
2023-12-28,20.874440562534534,168,59.006068344874905,0,35.823677183288794,23.933951365518674,27.193325995695517,21.42804463490344,11.086551178648538,19.54537283413612,74.10355435763282,189.4777189004215,12,3,362,52,0,0,0,0
2023-12-29,24.387676767103933,108,58.30078565401983,0,59.006068344874905,20.874440562534534,35.823677183288794,23.933951365518674,27.193325995695517,21.42804463490344,122.02307152385919,204.12175519080353,12,4,363,52,0,0,0,0
2023-12-30,20.541369377091975,98,31.986323845408624,0,58.30078565401983,24.387676767103933,59.006068344874905,20.874440562534534,35.823677183288794,23.933951365518674,153.1305311821835,236.6896686919265,12,5,364,52,0,0,0,1
2023-12-31,23.292861002905113,247,44.48297642636054,0,31.986323845408624,20.541369377091975,58.30078565401983,24.387676767103933,59.006068344874905,20.874440562534534,149.29317784430333,249.2066037936519,12,6,365,52,0,0,0,0
2024-01-01,20.246583590347086,25,3.781966974585621,0,44.48297642636054,23.292861002905113,31.986323845408624,20.541369377091975,58.30078565401983,24.387676767103933,134.77008592578898,267.8797086282967,1,0,1,1,0,0,0,0
2024-01-02,18.172208522486137,149,55.33667004357922,0,3.781966974585621,20.246583590347086,44.48297642636054,23.292861002905113,31.986323845408624,20.541369377091975,80.25126724635474,260.5751244242338,1,1,2,1,0,0,0,0
2024-01-03,20.167935771310837,331,6.277737327513923,0,55.33667004357922,18.172208522486137,3.781966974585621,20.246583590347086,44.48297642636054,23.292861002905113,103.60161344452536,288.7184684721175,1,2,3,1,0,0,0,0
2024-01-04,19.367601561943804,227,61.56903939436776,0,6.277737327513923,20.167935771310837,55.33667004357922,18.172208522486137,3.781966974585621,20.246583590347086,65.39637434567874,259.1725286163426,1,3,4,1,0,0,0,0
2024-01-05,18.76149910823515,88,15.280944146834619,0,61.56903939436776,19.367601561943804,6.277737327513923,20.167935771310837,55.33667004357922,18.172208522486137,123.18344676546087,261.7354996658355,1,4,5,1,0,0,0,0
2024-01-06,19.049378525744686,107,22.804230872277554,0,15.280944146834619,18.76149910823515,61.56903939436776,19.367601561943804,6.277737327513923,20.167935771310837,83.12772086871628,218.71565815865029,1,5,6,1,0,0,0,0
2024-01-07,20.23239541070437,347,34.39872549990174,0,22.804230872277554,19.049378525744686,15.280944146834619,18.76149910823515,61.56903939436776,19.367601561943804,99.6542144134799,209.5335651855192,1,6,7,1,0,0,0,0
2024-01-08,20.816384138122036,176,45.79295105408464,0,34.39872549990174,20.23239541070437,22.804230872277554,19.049378525744686,15.280944146834619,18.76149910823515,72.48390051901387,199.4493142590604,1,0,8,2,0,0,0,0
2024-01-09,22.77642433224468,12,42.14901161776087,0,45.79295105408464,20.816384138122036,34.39872549990174,20.23239541070437,22.804230872277554,19.049378525744686,102.9959074262639,241.46029833855943,1,1,9,2,0,0,0,0
2024-01-10,20.57707866678241,122,2.6226800817378293,0,42.14901161776087,22.77642433224468,45.79295105408464,20.816384138122036,34.39872549990174,20.23239541070437,122.34068817174722,228.27263991274106,1,2,10,2,0,0,0,0
2024-01-11,18.581927579883356,116,53.28577793678626,0,2.6226800817378293,20.57707866678241,42.14901161776087,22.77642433224468,45.79295105408464,20.816384138122036,90.56464275358331,224.617582666965,1,3,11,2,0,0,0,0
2024-01-12,19.18036107100943,314,6.365842852741671,0,53.28577793678626,18.581927579883356,2.6226800817378293,20.57707866678241,42.14901161776087,22.77642433224468,98.05746963628494,216.33432120938346,1,4,12,2,0,0,0,0
2024-01-13,21.891926644976067,266,18.8464746520069,0,6.365842852741671,19.18036107100943,53.28577793678626,18.581927579883356,2.6226800817378293,20.57707866678241,62.27430087126573,207.41921991529054,1,5,13,2,0,0,0,0
2024-01-14,23.65541508824822,356,33.005652483477526,0,18.8464746520069,21.891926644976067,6.365842852741671,19.18036107100943,53.28577793678626,18.581927579883356,78.4980954415348,203.4614636950199,1,6,14,2,0,0,0,0
2024-01-15,19.56460412006977,26,8.122255211877015,0,33.005652483477526,23.65541508824822,18.8464746520069,21.891926644976067,6.365842852741671,19.18036107100943,58.21796998822607,202.06839067859568,1,0,15,3,0,0,0,0
